data_entrada,placa,marca,modelo,ano,km,valor_fipe,valor_venda,valor_compra,renavam
29/09/2023,SSK-8451,CITROEN,C3 FEEL 1.0,"2022/2023
 ","40.102 km
 ","R$ 81.307,00","R$ 41.191,00",R$ 72.690,13801196682.0
29/10/2023,GZF-1839,CITROEN,C3 FEEL 1.0,"2022/2023
 ","40.102 km
 ","R$ 80.713,00","R$ 42.726,00",R$ 72.690,42202717933.0
16/07/2023,HTW-3691,CITROEN,C3 FEEL 1.0,"2022/2023
 ","39.683 km
 ","R$ 86.270,00","R$ 40.630,00",R$ 72.790,56081144273.0
22/11/2023,DOM-7323,CITROEN,C3 FEEL 1.0,"2022/2023
","39.683 km
","R$ 86.403,00","R$ 50.083,00",R$ 72.790,47368291546.0
22/12/2023,OSM-0513,CITROEN,C3 FEEL 1.0,"2022/2023
 ","39.683 km
 ","R$ 80.082,00","R$ 56.912,00",R$ 72.790,50058774929.0
23/12/2023,MFQ-0548,CITROEN,C3 FEEL 1.0,"2022/2023
 ","39.683 km
 ","R$ 91.964,00","R$ 50.374,00",R$ 72.790,88208841552.0
25/01/2023,YPF-9525,HYUNDAI,HB20 LIMITED 1.0,2022/2023,56.395 km,"R$ 93.726,00","R$ 51.440,00",R$ 72.790,34891684758.0
28/09/2023,KPA-3661,HYUNDAI,HB20 LIMITED 1.0,2022/2023 ,56.395 km ,"R$ 98.153,00","R$ 49.405,00",R$ 72.790,64828562355.0
11/06/2023,SLS-8376,CITROEN,C3 FEEL 1.0,"2022/2023
 ","39.683 km
 ","R$ 80.453,00","R$ 43.155,00",R$ 72.790,49622693248.0
29/04/2023,ZQN-6966,CITROEN,C3 FEEL 1.0,"2022/2023
 ","35.763 km
 ","R$ 96.180,00","R$ 57.200,00",R$ 73.090,27193767818.0
28/12/2023,FQO-8737,CITROEN,C3 FEEL 1.0,"2022/2023
 ","35.763 km
 ","R$ 89.948,00","R$ 57.339,00",R$ 73.090,66718604876.0
09/02/2023,CMT-0858,CITROEN,C3 FEEL 1.0,"2022/2023
 ","35.763 km
 ","R$ 99.217,00","R$ 41.961,00",R$ 73.090,45685244179.0
12/11/2023,JGL-2638,CITROEN,C3 FEEL 1.0,"2022/2023
 ","35.763 km
 ","R$ 85.807,00","R$ 40.973,00",R$ 73.090,81781629397.0
22/05/2023,YDF-5433,CITROEN,C3 FEEL 1.0,"2022/2023
","35.763 km
","R$ 82.595,00","R$ 44.474,00",R$ 73.090,22104083122.0
29/01/2023,TYH-9991,FIAT,CRONOS DRIVE 1.0,2022/2023 ,58.817 km ,"R$ 81.589,00","R$ 50.096,00",R$ 73.390,64769903288.0
08/11/2023,ARX-6596,FIAT,CRONOS DRIVE 1.0,2022/2023 ,57.985 km ,"R$ 100.415,00","R$ 41.502,00",R$ 73.590,35100146995.0
07/04/2023,BKW-1474,FIAT,CRONOS DRIVE 1.0,2022/2023,57.985 km,"R$ 98.230,00","R$ 47.842,00",R$ 73.590,61682296888.0
06/06/2023,TKB-5918,FIAT,CRONOS DRIVE 1.0,2022/2023 ,55.326 km ,"R$ 80.773,00","R$ 54.570,00",R$ 73.790,37379256879.0
16/12/2023,AJD-1654,FIAT,CRONOS DRIVE 1.0,2022/2023,55.326 km,"R$ 97.199,00","R$ 57.494,00",R$ 73.790,38657205274.0
29/01/2023,HQV-5575,CITROEN,C3 FEEL 1.0,2022/2023,40.344 km,"R$ 96.077,00","R$ 53.817,00",R$ 74.090,41725048919.0
25/05/2023,BIQ-4128,CITROEN,C3 FEEL 1.0,2022/2023 ,40.344 km ,"R$ 84.021,00","R$ 44.167,00",R$ 74.090,20399882216.0
31/07/2023,LLE-3879,CITROEN,C3 FEEL 1.0,2022/2023,39.683 km,"R$ 95.289,00","R$ 54.794,00",R$ 74.290,57621166538.0
25/04/2023,SZR-6226,CITROEN,C3 FEEL 1.0,2022/2023 ,39.683 km ,"R$ 96.125,00","R$ 42.135,00",R$ 74.290,4697099926.0
25/08/2023,AQR-6892,PEUGEOT,208 HATCH ACTIVE 1.6,"2022/2022
 ","45.127 km
 ","R$ 98.928,00","R$ 40.986,00",R$ 74.390,84515234733.0
11/09/2023,LBT-4992,PEUGEOT,208 HATCH ACTIVE 1.6,"2022/2022
 ","45.127 km
 ","R$ 86.136,00","R$ 57.373,00",R$ 74.390,38572266613.0
02/09/2023,BQW-6039,PEUGEOT,208 HATCH ACTIVE 1.6,"2022/2022
 ","45.127 km
 ","R$ 81.583,00","R$ 42.177,00",R$ 74.390,14746582357.0
28/07/2023,ILH-5471,PEUGEOT,208 HATCH ACTIVE 1.6,"2022/2022
 ","45.127 km
 ","R$ 90.082,00","R$ 47.985,00",R$ 74.390,33782693146.0
01/08/2023,XZS-0246,PEUGEOT,208 HATCH ACTIVE 1.6,"2022/2022
 ","45.127 km
 ","R$ 82.906,00","R$ 41.856,00",R$ 74.390,18926677579.0
20/05/2023,KAU-3031,CITROEN,C3 FEEL 1.0,2022/2023,35.763 km,"R$ 90.002,00","R$ 55.965,00",R$ 74.590,75673992828.0
24/09/2023,LBI-7002,CITROEN,C3 FEEL 1.0,2022/2023 ,35.763 km ,"R$ 86.760,00","R$ 48.004,00",R$ 74.590,57529498972.0
15/06/2023,UXX-6079,VOLKSWAGEN,VIRTUS MSI AT 1.6 4P,"2019/2020
","77.416 km
","R$ 95.359,00","R$ 56.564,00",R$ 74.690,93502598160.0
11/03/2023,MQD-6482,VOLKSWAGEN,VIRTUS MSI AT 1.6 4P,2019/2020 ,77.416 km ,"R$ 80.199,00","R$ 45.377,00",R$ 74.690,62565347535.0
20/10/2023,FJG-2120,VOLKSWAGEN,VIRTUS MSI AT 1.6 4P,"2019/2020
 ","77.416 km
 ","R$ 80.435,00","R$ 46.562,00",R$ 74.690,56814581841.0
07/06/2023,IMA-5120,VOLKSWAGEN,VIRTUS MSI AT 1.6 4P,2019/2020,77.416 km,"R$ 96.432,00","R$ 44.066,00",R$ 74.690,55362332917.0
19/12/2023,NQK-4805,VOLKSWAGEN,VIRTUS MSI AT 1.6 4P,"2019/2020
 ","77.416 km
 ","R$ 92.749,00","R$ 51.229,00",R$ 74.690,93105361383.0
05/03/2023,EPL-5473,VOLKSWAGEN,VIRTUS MSI AT 1.6 4P,"2019/2020
 ","77.416 km
 ","R$ 95.131,00","R$ 44.650,00",R$ 74.690,67203904234.0
04/10/2023,WRU-2974,VOLKSWAGEN,VIRTUS MSI AT 1.6 4P,"2019/2020
 ","77.416 km
 ","R$ 100.493,00","R$ 40.435,00",R$ 74.690,11740734664.0
12/07/2023,DUF-5518,FIAT,CRONOS DRIVE 1.0,2022/2023 ,40.676 km ,"R$ 84.374,00","R$ 43.495,00",R$ 74.890,35277649118.0
06/11/2023,LCF-2444,FIAT,CRONOS DRIVE 1.0,2022/2023,40.676 km,"R$ 91.551,00","R$ 58.937,00",R$ 74.890,10770799042.0
30/10/2023,PYJ-3463,FIAT,CRONOS DRIVE 1.3 4P,2022/2022 ,52.654 km ,"R$ 85.659,00","R$ 44.126,00",R$ 75.390,15262821268.0
27/11/2023,AKR-1513,HYUNDAI,HB20S COMFORT 1.0,2022/2023 ,68.407 km ,"R$ 87.784,00","R$ 42.145,00",R$ 75.490,10200121894.0
21/01/2023,OXR-8020,FIAT,CRONOS DRIVE 1.3 4P,"2022/2022
 ","50.926 km
 ","R$ 98.093,00","R$ 53.225,00",R$ 75.490,51861359676.0
13/01/2023,WEO-4923,FIAT,CRONOS DRIVE 1.3 4P,"2022/2022
 ","50.926 km
 ","R$ 93.114,00","R$ 56.243,00",R$ 75.490,7081152891.0
13/04/2023,VUX-8401,FIAT,CRONOS DRIVE 1.3 4P,"2022/2022
 ","50.926 km
 ","R$ 81.502,00","R$ 52.308,00",R$ 75.490,4808392149.0
17/10/2023,VZC-1341,FIAT,CRONOS DRIVE 1.3 4P,2022/2022,50.926 km,"R$ 84.637,00","R$ 49.141,00",R$ 75.490,95157275286.0
06/07/2023,YXG-7573,FIAT,CRONOS DRIVE 1.3 4P,"2022/2022
 ","50.926 km
 ","R$ 95.505,00","R$ 58.351,00",R$ 75.490,82492138587.0
19/03/2023,GMX-2347,HYUNDAI,HB20S COMFORT 1.0,2022/2023,68.407 km,"R$ 98.690,00","R$ 50.039,00",R$ 75.490,87244499328.0
24/02/2023,CIA-2926,FIAT,CRONOS DRIVE 1.3 4P,"2022/2022
","50.926 km
","R$ 80.574,00","R$ 50.230,00",R$ 75.490,8982515519.0
21/05/2023,COB-9149,FIAT,CRONOS DRIVE 1.3 4P,2022/2022 ,50.926 km ,"R$ 83.536,00","R$ 50.757,00",R$ 75.490,13048940323.0
15/11/2023,EJM-0193,FIAT,CRONOS DRIVE 1.3,2022/2022 ,42.098 km ,"R$ 84.049,00","R$ 41.052,00",R$ 76.290,84313319926.0
22/06/2023,TBO-5530,FIAT,CRONOS DRIVE 1.3,2022/2022 ,43.356 km ,"R$ 93.601,00","R$ 54.235,00",R$ 76.290,95927799910.0
07/09/2023,BGO-9486,FIAT,CRONOS DRIVE 1.3,2022/2022,43.356 km,"R$ 88.078,00","R$ 59.609,00",R$ 76.290,89538514648.0
16/04/2023,YCI-5495,FIAT,CRONOS DRIVE 1.3,2022/2022,40.243 km,"R$ 92.206,00","R$ 49.917,00",R$ 76.390,10491791396.0
27/03/2023,RYF-2707,HYUNDAI,HB20S COMFORT 1.0,2022/2023 ,57.367 km ,"R$ 90.002,00","R$ 45.033,00",R$ 76.790,75119757431.0
28/11/2023,RWS-6418,FIAT,CRONOS DRIVE 1.3,"2022/2022
 ","46.225 km
 ","R$ 99.730,00","R$ 57.264,00",R$ 76.990,16401145187.0
13/06/2023,YSJ-6401,FIAT,NOVA STRADA ENDURANCE CABINE PLUS 1.4,2021/2022,49.467 km,"R$ 98.271,00","R$ 41.963,00",R$ 76.990,82175674445.0
06/05/2023,OOP-7025,FIAT,CRONOS DRIVE 1.3 4P,"2022/2022
","52.682 km
","R$ 84.716,00","R$ 53.724,00",R$ 76.990,48129661268.0
14/02/2023,XIY-3942,FIAT,CRONOS DRIVE 1.3 4P,"2022/2022
 ","52.682 km
 ","R$ 93.214,00","R$ 41.353,00",R$ 76.990,73307926018.0
04/01/2023,NCL-6947,FIAT,CRONOS DRIVE 1.3 4P,"2022/2022
 ","52.682 km
 ","R$ 85.446,00","R$ 57.543,00",R$ 76.990,28090908709.0
19/11/2023,PGK-9932,FIAT,CRONOS DRIVE 1.3,"2022/2022
 ","46.225 km
 ","R$ 82.929,00","R$ 50.101,00",R$ 76.990,41351365372.0
12/08/2023,OJH-8024,FIAT,CRONOS DRIVE 1.3 4P,2022/2022 ,52.682 km ,"R$ 81.764,00","R$ 47.502,00",R$ 76.990,26037200173.0
27/12/2023,MST-0941,FIAT,CRONOS DRIVE 1.3 4P,"2022/2022
 ","52.682 km
 ","R$ 92.713,00","R$ 43.430,00",R$ 76.990,83964510523.0
02/08/2023,WPJ-7060,FIAT,CRONOS DRIVE 1.3,"2022/2022
 ","46.225 km
 ","R$ 89.723,00","R$ 53.446,00",R$ 76.990,78517068747.0
10/08/2023,LPN-2527,FIAT,NOVA STRADA ENDURANCE CABINE PLUS 1.4,2021/2022 ,49.467 km ,"R$ 100.145,00","R$ 56.489,00",R$ 76.990,27404917073.0
24/08/2023,ITQ-1864,FIAT,CRONOS DRIVE 1.3 4P,2022/2022,52.682 km,"R$ 81.157,00","R$ 53.242,00",R$ 76.990,5249703594.0
04/01/2023,OBO-9356,FIAT,CRONOS DRIVE 1.3 4P,"2022/2022
 ","52.682 km
 ","R$ 84.197,00","R$ 56.562,00",R$ 76.990,93767776749.0
04/12/2023,GTA-4232,FIAT,CRONOS DRIVE 1.3,"2022/2022
","43.356 km
","R$ 92.182,00","R$ 41.624,00",R$ 77.390,43366597392.0
27/08/2023,RLJ-5924,FIAT,CRONOS DRIVE 1.3,"2022/2022
 ","43.356 km
 ","R$ 94.297,00","R$ 41.397,00",R$ 77.390,3466923296.0
16/04/2023,RDS-9469,FIAT,CRONOS DRIVE 1.3,"2022/2022
 ","43.356 km
 ","R$ 97.274,00","R$ 48.979,00",R$ 77.390,41098074458.0
30/03/2023,RHH-5245,FIAT,CRONOS DRIVE 1.3,"2022/2022
 ","43.356 km
 ","R$ 95.260,00","R$ 58.365,00",R$ 77.390,35358213401.0
19/07/2023,LRX-1073,FIAT,CRONOS DRIVE 1.3,"2022/2022
 ","43.356 km
 ","R$ 92.581,00","R$ 53.070,00",R$ 77.390,44353456601.0
13/12/2023,SHI-8122,FIAT,CRONOS DRIVE 1.3,"2022/2022
","40.243 km
","R$ 97.488,00","R$ 52.298,00",R$ 77.490,21076447425.0
12/07/2023,RGX-7945,FIAT,CRONOS DRIVE 1.3,"2022/2022
 ","40.243 km
 ","R$ 96.528,00","R$ 53.662,00",R$ 77.490,65421203733.0
08/12/2023,IPK-1483,FIAT,CRONOS DRIVE 1.3,"2022/2022
 ","40.243 km
 ","R$ 100.007,00","R$ 49.885,00",R$ 77.490,75603973950.0
09/07/2023,DGK-8719,FIAT,CRONOS DRIVE 1.3,"2022/2022
 ","40.243 km
 ","R$ 96.975,00","R$ 45.126,00",R$ 77.490,27129791349.0
22/02/2023,WLH-1833,FIAT,CRONOS DRIVE 1.3,"2022/2022
 ","40.243 km
 ","R$ 87.725,00","R$ 58.681,00",R$ 77.490,77928341421.0
12/05/2023,QZK-9500,FIAT,NOVA STRADA ENDURANCE CABINE PLUS 1.4,"2021/2022
 ","49.467 km
 ","R$ 82.471,00","R$ 51.104,00",R$ 77.790,57220863110.0
08/11/2023,ZEP-7662,FIAT,NOVA STRADA ENDURANCE CABINE PLUS 1.4,"2021/2022
 ","49.467 km
 ","R$ 81.493,00","R$ 46.006,00",R$ 77.790,27168989844.0
21/07/2023,HXS-8080,FIAT,NOVA STRADA ENDURANCE CABINE PLUS 1.4,"2021/2022
 ","49.467 km
 ","R$ 87.551,00","R$ 57.762,00",R$ 77.790,56309895583.0
18/05/2023,XXU-1461,VOLKSWAGEN,VIRTUS COMFORTLINE 200 TSI AT 1.0 4P,2021/2021,50.200 km,"R$ 99.285,00","R$ 51.209,00",R$ 77.790,59775783713.0
10/12/2023,CVM-1190,FIAT,NOVA STRADA ENDURANCE CABINE PLUS 1.4,"2021/2022
 ","49.467 km
 ","R$ 92.715,00","R$ 50.082,00",R$ 77.790,66513411319.0
09/05/2023,XEU-1782,FIAT,NOVA STRADA ENDURANCE CABINE PLUS 1.4,"2021/2022
","49.467 km
","R$ 97.346,00","R$ 47.979,00",R$ 77.790,57791363588.0
26/04/2023,XLU-0676,VOLKSWAGEN,VIRTUS COMFORTLINE 200 TSI AT 1.0 4P,2021/2021 ,50.200 km ,"R$ 86.044,00","R$ 52.803,00",R$ 77.790,39974295204.0
20/02/2023,FZH-0467,CHEVROLET,ONIX PLUS LT 1.0,2022/2023 ,46.430 km ,"R$ 94.268,00","R$ 55.248,00",R$ 77.990,97677846602.0
20/01/2023,CWY-5366,RENAULT,DUSTER EXPRESSION AT SCE 1.6 4P,"2019/2020
 ","65.677 km
 ","R$ 94.395,00","R$ 46.034,00",R$ 77.990,60176454983.0
25/08/2023,CDR-4016,RENAULT,DUSTER EXPRESSION AT SCE 1.6 4P,2019/2020,65.677 km,"R$ 97.595,00","R$ 46.687,00",R$ 77.990,14080125222.0
26/12/2023,FPP-2838,RENAULT,DUSTER EXPRESSION AT SCE 1.6 4P,"2019/2020
 ","65.677 km
 ","R$ 83.938,00","R$ 40.746,00",R$ 77.990,25329812449.0
10/08/2023,RAZ-6132,RENAULT,DUSTER EXPRESSION AT SCE 1.6 4P,2019/2020 ,65.677 km ,"R$ 81.694,00","R$ 50.220,00",R$ 77.990,4502224934.0
22/07/2023,PIL-0706,RENAULT,DUSTER EXPRESSION AT SCE 1.6 4P,"2019/2020
","65.677 km
","R$ 85.515,00","R$ 54.879,00",R$ 77.990,96627522011.0
18/02/2023,WGD-1667,RENAULT,DUSTER EXPRESSION AT SCE 1.6 4P,"2019/2020
 ","65.677 km
 ","R$ 91.628,00","R$ 48.406,00",R$ 77.990,29291478992.0
26/07/2023,IVN-3548,CHEVROLET,ONIX PLUS LT 1.0,"2022/2023
 ","46.430 km
 ","R$ 90.066,00","R$ 43.411,00",R$ 77.990,10728134597.0
13/09/2023,HBQ-2491,RENAULT,DUSTER EXPRESSION AT SCE 1.6 4P,"2019/2020
 ","65.677 km
 ","R$ 85.844,00","R$ 58.890,00",R$ 77.990,93819029528.0
08/10/2023,AUE-6729,CHEVROLET,ONIX PLUS LT 1.0,2022/2023,46.430 km,"R$ 86.022,00","R$ 54.378,00",R$ 77.990,93361120238.0
27/03/2023,YYA-8401,CHEVROLET,ONIX PLUS LT 1.0,"2022/2023
 ","46.430 km
 ","R$ 95.103,00","R$ 43.232,00",R$ 77.990,44449476803.0
04/04/2023,UNP-6652,CHEVROLET,ONIX PLUS LT 1.0,"2022/2023
 ","46.430 km
 ","R$ 85.781,00","R$ 53.372,00",R$ 77.990,31834113350.0
20/07/2023,YDZ-8013,PEUGEOT,208 HATCH ALLURE 1.6,2022/2022 ,50.510 km ,"R$ 87.572,00","R$ 46.379,00",R$ 78.090,82366874793.0
21/10/2023,UID-6837,RENAULT,DUSTER EXPRESSION AT SCE 1.6 4P,"2019/2020
 ","50.706 km
 ","R$ 95.003,00","R$ 56.864,00",R$ 78.890,79525668938.0
10/03/2023,TFU-9027,RENAULT,DUSTER EXPRESSION AT SCE 1.6 4P,"2019/2020
 ","50.706 km
 ","R$ 96.324,00","R$ 44.331,00",R$ 78.890,48134821583.0
09/03/2023,EET-3961,RENAULT,DUSTER EXPRESSION AT SCE 1.6 4P,2019/2020,50.706 km,"R$ 90.593,00","R$ 42.109,00",R$ 78.890,29235219650.0
02/12/2023,DKE-1539,RENAULT,DUSTER EXPRESSION AT SCE 1.6 4P,"2019/2020
 ","50.706 km
 ","R$ 81.495,00","R$ 50.927,00",R$ 78.890,2443477600.0
11/02/2023,BIA-7222,RENAULT,DUSTER EXPRESSION AT SCE 1.6 4P,2019/2020 ,50.706 km ,"R$ 96.320,00","R$ 55.080,00",R$ 78.890,68393646551.0
10/05/2023,VFO-4749,RENAULT,DUSTER EXPRESSION AT SCE 1.6 4P,"2019/2020
 ","50.706 km
 ","R$ 94.040,00","R$ 40.005,00",R$ 78.890,73140680749.0
21/11/2023,ZYC-5570,RENAULT,DUSTER EXPRESSION AT SCE 1.6 4P,"2019/2020
","50.706 km
","R$ 81.409,00","R$ 51.578,00",R$ 78.890,2772882704.0
14/10/2023,JAT-5707,FIAT,STRADA CP ENDURANCE FLEX 1.4 2P,"2022/2022
 ","25.980 km
 ","R$ 92.190,00","R$ 55.186,00",R$ 79.390,62448006298.0
01/02/2023,FHE-8560,FIAT,STRADA CP ENDURANCE FLEX 1.4 2P,2022/2022 ,25.980 km ,"R$ 90.853,00","R$ 52.973,00",R$ 79.390,65022905021.0
16/06/2023,LCZ-1071,FIAT,STRADA CP ENDURANCE FLEX 1.4 2P,2022/2022,25.980 km,"R$ 91.577,00","R$ 56.273,00",R$ 79.390,14484679291.0
07/01/2023,PJN-0400,FIAT,STRADA CP ENDURANCE FLEX 1.4 2P,"2022/2022
 ","25.980 km
 ","R$ 86.372,00","R$ 46.080,00",R$ 79.390,2676251733.0
12/03/2023,AJA-8388,FIAT,STRADA CP ENDURANCE FLEX 1.4 2P,"2022/2022
","25.980 km
","R$ 95.541,00","R$ 41.826,00",R$ 79.390,29168178452.0
17/01/2023,WUJ-5402,FIAT,STRADA CP ENDURANCE FLEX 1.4 2P,"2022/2022
 ","25.980 km
 ","R$ 96.000,00","R$ 50.450,00",R$ 79.390,41927774404.0
11/01/2023,WUK-0527,FIAT,STRADA CP ENDURANCE FLEX 1.4 2P,"2022/2022
 ","25.980 km
 ","R$ 81.319,00","R$ 56.287,00",R$ 79.390,24175492439.0
01/03/2023,CFX-0945,CHEVROLET,ONIX LT AT TURBO 1.0 4P,2020/2020 ,46.319 km ,"R$ 99.334,00","R$ 57.356,00",R$ 79.490,14064068285.0
26/01/2023,HER-0294,VOLKSWAGEN,VIRTUS MSI AT 1.6 4P,2021/2021 ,87.439 km ,"R$ 97.397,00","R$ 49.541,00",R$ 80.090,1569764834.0
24/08/2023,YUC-5733,CHEVROLET,ONIX PLUS TURBO LTZ MT 1.0 4P,"2021/2022
 ","39.669 km
 ","R$ 81.301,00","R$ 44.409,00",R$ 80.990,14709747444.0
26/10/2023,KOV-3626,CHEVROLET,ONIX PLUS TURBO LTZ MT 1.0 4P,"2021/2022
 ","39.669 km
 ","R$ 93.280,00","R$ 56.736,00",R$ 80.990,43972258569.0
17/08/2023,TVP-7899,CHEVROLET,ONIX PLUS TURBO LTZ MT 1.0 4P,"2021/2022
 ","39.669 km
 ","R$ 80.973,00","R$ 40.913,00",R$ 80.990,9741526657.0
18/02/2023,UUX-0100,CHEVROLET,ONIX PLUS TURBO LTZ MT 1.0 4P,2021/2022,39.669 km,"R$ 86.519,00","R$ 51.550,00",R$ 80.990,17532869642.0
28/07/2023,XVJ-9658,CHEVROLET,ONIX PLUS TURBO LTZ MT 1.0 4P,2021/2022 ,39.669 km ,"R$ 100.835,00","R$ 57.037,00",R$ 80.990,51448064569.0
19/01/2023,KJN-3390,CHEVROLET,ONIX PLUS TURBO LTZ MT 1.0 4P,"2021/2022
 ","39.669 km
 ","R$ 88.271,00","R$ 52.696,00",R$ 80.990,46513486522.0
16/01/2023,BBY-3157,CHEVROLET,ONIX PLUS TURBO LTZ MT 1.0 4P,"2021/2022
","39.669 km
","R$ 96.924,00","R$ 57.415,00",R$ 80.990,80034119815.0
06/07/2023,CIQ-9003,CHEVROLET,ONIX PLUS LT 1.0,"2022/2023
 ","27.451 km
 ","R$ 85.726,00","R$ 49.000,00",R$ 82.990,13490455632.0
20/03/2023,YJP-9437,CHEVROLET,ONIX PLUS LT 1.0,"2022/2023
 ","27.451 km
 ","R$ 82.928,00","R$ 50.050,00",R$ 82.990,76261455235.0
29/01/2023,APC-4041,CHEVROLET,ONIX PLUS LT 1.0,"2022/2023
","27.451 km
","R$ 94.858,00","R$ 47.240,00",R$ 82.990,81278072662.0
07/01/2023,ZLQ-6756,CHEVROLET,ONIX PLUS LT 1.0,"2022/2023
 ","27.451 km
 ","R$ 80.674,00","R$ 45.356,00",R$ 82.990,56572894026.0
16/05/2023,EMJ-5988,CHEVROLET,ONIX PLUS LT 1.0,2022/2023 ,27.451 km ,"R$ 83.833,00","R$ 40.552,00",R$ 82.990,64904382626.0
10/02/2023,UPF-6934,CHEVROLET,ONIX PLUS LT 1.0,"2022/2023
 ","27.451 km
 ","R$ 94.492,00","R$ 59.479,00",R$ 82.990,50778152417.0
11/06/2023,MWG-5363,CHEVROLET,ONIX PLUS LT 1.0,2022/2023,27.451 km,"R$ 95.727,00","R$ 58.153,00",R$ 82.990,36004944897.0
16/08/2023,RAH-8915,RENAULT,DUSTER ZEN AT SCE 1.6 4P,"2020/2021
 ","95.258 km
 ","R$ 83.797,00","R$ 53.014,00",R$ 83.290,94318440425.0
20/11/2023,HVI-4000,RENAULT,DUSTER ZEN AT SCE 1.6 4P,"2020/2021
 ","95.258 km
 ","R$ 81.192,00","R$ 52.309,00",R$ 83.290,45668983053.0
18/09/2023,THQ-5219,RENAULT,DUSTER ZEN AT SCE 1.6 4P,2020/2021,95.258 km,"R$ 100.722,00","R$ 52.313,00",R$ 83.290,14996046897.0
02/07/2023,CAB-5838,RENAULT,DUSTER ZEN AT SCE 1.6 4P,"2020/2021
","95.258 km
","R$ 89.520,00","R$ 44.489,00",R$ 83.290,37800875607.0
10/10/2023,GZO-2897,RENAULT,DUSTER ZEN AT SCE 1.6 4P,"2020/2021
 ","95.258 km
 ","R$ 84.318,00","R$ 53.830,00",R$ 83.290,60102664684.0
23/11/2023,BWN-3272,RENAULT,DUSTER ZEN AT SCE 1.6 4P,2020/2021 ,95.258 km ,"R$ 95.618,00","R$ 48.980,00",R$ 83.290,62368987502.0
15/12/2023,CYX-3499,RENAULT,DUSTER ZEN AT SCE 1.6 4P,"2020/2021
 ","95.258 km
 ","R$ 93.323,00","R$ 58.465,00",R$ 83.290,13493065541.0
02/07/2023,IFX-6509,HYUNDAI,HB20S PLATINUM 1.0,2022/2022,60.763 km,"R$ 98.655,00","R$ 41.461,00",R$ 83.890,24883101396.0
19/11/2023,RSL-4490,HYUNDAI,HB20S PLATINUM 1.0,"2022/2022
 ","60.763 km
 ","R$ 84.884,00","R$ 45.129,00",R$ 83.890,16683706492.0
15/07/2023,LEB-6366,HYUNDAI,HB20S PLATINUM 1.0,"2022/2022
 ","60.763 km
 ","R$ 93.591,00","R$ 53.554,00",R$ 83.890,84067653364.0
23/01/2023,PVB-6117,HYUNDAI,HB20S PLATINUM 1.0,"2022/2022
 ","60.763 km
 ","R$ 99.896,00","R$ 54.372,00",R$ 83.890,27054363900.0
17/04/2023,XPX-3441,HYUNDAI,HB20S PLATINUM 1.0,"2022/2022
","60.763 km
","R$ 96.199,00","R$ 46.956,00",R$ 83.890,34397275276.0
08/10/2023,WRY-6041,HYUNDAI,HB20S PLATINUM 1.0,2022/2022 ,60.763 km ,"R$ 80.610,00","R$ 51.802,00",R$ 83.890,96738407295.0
22/09/2023,LOY-1733,HYUNDAI,HB20S PLATINUM 1.0,"2022/2022
 ","60.763 km
 ","R$ 94.602,00","R$ 41.298,00",R$ 83.890,25345260516.0
10/01/2023,HPE-0477,RENAULT,CAPTUR INTENSE AT SCE 1.6 4P,2019/2020,83.226 km,"R$ 94.572,00","R$ 54.875,00",R$ 84.090,46069852452.0
19/10/2023,GKJ-1845,RENAULT,CAPTUR INTENSE AT SCE 1.6 4P,"2019/2020
 ","83.226 km
 ","R$ 81.706,00","R$ 45.295,00",R$ 84.090,40206098140.0
04/10/2023,EOE-2000,RENAULT,CAPTUR INTENSE AT SCE 1.6 4P,2019/2020 ,83.226 km ,"R$ 96.109,00","R$ 47.562,00",R$ 84.090,95304746640.0
05/03/2023,JCS-0559,RENAULT,CAPTUR INTENSE AT SCE 1.6 4P,"2019/2020
 ","83.226 km
 ","R$ 88.089,00","R$ 41.385,00",R$ 84.090,37997464523.0
14/02/2023,SOF-7959,RENAULT,CAPTUR INTENSE AT SCE 1.6 4P,"2019/2020
","83.226 km
","R$ 80.706,00","R$ 55.858,00",R$ 84.090,63340822470.0
31/12/2023,CCY-4473,RENAULT,CAPTUR INTENSE AT SCE 1.6 4P,"2019/2020
 ","83.226 km
 ","R$ 99.597,00","R$ 56.606,00",R$ 84.090,77756452245.0
21/08/2023,IAV-6084,RENAULT,CAPTUR INTENSE AT SCE 1.6 4P,"2019/2020
 ","83.226 km
 ","R$ 98.388,00","R$ 55.320,00",R$ 84.090,90005583576.0
23/08/2023,XVC-1966,CITROEN,C4 CACTUS FEEL AT 1.6 4P,"2022/2022
","40.925 km
","R$ 99.906,00","R$ 51.844,00",R$ 84.190,39874612544.0
06/11/2023,YCW-9848,CITROEN,C4 CACTUS FEEL AT 1.6 4P,"2022/2022
 ","40.925 km
 ","R$ 91.810,00","R$ 52.409,00",R$ 84.190,36220116237.0
27/04/2023,SCU-4566,CITROEN,C4 CACTUS FEEL AT 1.6 4P,"2022/2022
 ","40.925 km
 ","R$ 90.484,00","R$ 49.785,00",R$ 84.190,87376026855.0
29/03/2023,BNV-5225,CITROEN,C4 CACTUS FEEL AT 1.6 4P,2022/2022,40.925 km,"R$ 98.717,00","R$ 59.316,00",R$ 84.190,8859523871.0
25/07/2023,UHI-4682,CITROEN,C4 CACTUS FEEL AT 1.6 4P,"2022/2022
 ","40.925 km
 ","R$ 92.527,00","R$ 54.920,00",R$ 84.190,49952984422.0
