,data_entrada,marca,modelo,ano,km,valor_fipe,valor_venda,valor_compra,renavam
827,22/06/2023,FIAT,CRONOS DRIVE 1.3,2022/2022 ,43.356 km ,"R$ 93.601,00","R$ 54.235,00",R$ 76.290,95927799910.0
828,07/09/2023,FIAT,CRONOS DRIVE 1.3,2022/2022,43.356 km,"R$ 88.078,00","R$ 59.609,00",R$ 76.290,89538514648.0
829,16/04/2023,FIAT,CRONOS DRIVE 1.3,2022/2022,40.243 km,"R$ 92.206,00","R$ 49.917,00",R$ 76.390,10491791396.0
830,27/03/2023,HYUNDAI,HB20S COMFORT 1.0,2022/2023 ,57.367 km ,"R$ 90.002,00","R$ 45.033,00",R$ 76.790,75119757431.0
831,28/11/2023,FIAT,CRONOS DRIVE 1.3,"2022/2022
 ","46.225 km
 ","R$ 99.730,00","R$ 57.264,00",R$ 76.990,16401145187.0
832,13/06/2023,FIAT,NOVA STRADA ENDURANCE CABINE PLUS 1.4,2021/2022,49.467 km,"R$ 98.271,00","R$ 41.963,00",R$ 76.990,82175674445.0
833,06/05/2023,FIAT,CRONOS DRIVE 1.3 4P,"2022/2022
","52.682 km
","R$ 84.716,00","R$ 53.724,00",R$ 76.990,48129661268.0
834,14/02/2023,FIAT,CRONOS DRIVE 1.3 4P,"2022/2022
 ","52.682 km
 ","R$ 93.214,00","R$ 41.353,00",R$ 76.990,73307926018.0
835,04/01/2023,FIAT,CRONOS DRIVE 1.3 4P,"2022/2022
 ","52.682 km
 ","R$ 85.446,00","R$ 57.543,00",R$ 76.990,28090908709.0
836,19/11/2023,FIAT,CRONOS DRIVE 1.3,"2022/2022
 ","46.225 km
 ","R$ 82.929,00","R$ 50.101,00",R$ 76.990,41351365372.0
837,12/08/2023,FIAT,CRONOS DRIVE 1.3 4P,2022/2022 ,52.682 km ,"R$ 81.764,00","R$ 47.502,00",R$ 76.990,26037200173.0
838,27/12/2023,FIAT,CRONOS DRIVE 1.3 4P,"2022/2022
 ","52.682 km
 ","R$ 92.713,00","R$ 43.430,00",R$ 76.990,83964510523.0
839,02/08/2023,FIAT,CRONOS DRIVE 1.3,"2022/2022
 ","46.225 km
 ","R$ 89.723,00","R$ 53.446,00",R$ 76.990,78517068747.0
840,10/08/2023,FIAT,NOVA STRADA ENDURANCE CABINE PLUS 1.4,2021/2022 ,49.467 km ,"R$ 100.145,00","R$ 56.489,00",R$ 76.990,27404917073.0
841,24/08/2023,FIAT,CRONOS DRIVE 1.3 4P,2022/2022,52.682 km,"R$ 81.157,00","R$ 53.242,00",R$ 76.990,5249703594.0
842,04/01/2023,FIAT,CRONOS DRIVE 1.3 4P,"2022/2022
 ","52.682 km
 ","R$ 84.197,00","R$ 56.562,00",R$ 76.990,93767776749.0
843,04/12/2023,FIAT,CRONOS DRIVE 1.3,"2022/2022
","43.356 km
","R$ 92.182,00","R$ 41.624,00",R$ 77.390,43366597392.0
844,27/08/2023,FIAT,CRONOS DRIVE 1.3,"2022/2022
 ","43.356 km
 ","R$ 94.297,00","R$ 41.397,00",R$ 77.390,3466923296.0
845,16/04/2023,FIAT,CRONOS DRIVE 1.3,"2022/2022
 ","43.356 km
 ","R$ 97.274,00","R$ 48.979,00",R$ 77.390,41098074458.0
846,30/03/2023,FIAT,CRONOS DRIVE 1.3,"2022/2022
 ","43.356 km
 ","R$ 95.260,00","R$ 58.365,00",R$ 77.390,35358213401.0
847,19/07/2023,FIAT,CRONOS DRIVE 1.3,"2022/2022
 ","43.356 km
 ","R$ 92.581,00","R$ 53.070,00",R$ 77.390,44353456601.0
848,13/12/2023,FIAT,CRONOS DRIVE 1.3,"2022/2022
","40.243 km
","R$ 97.488,00","R$ 52.298,00",R$ 77.490,21076447425.0
849,12/07/2023,FIAT,CRONOS DRIVE 1.3,"2022/2022
 ","40.243 km
 ","R$ 96.528,00","R$ 53.662,00",R$ 77.490,65421203733.0
850,08/12/2023,FIAT,CRONOS DRIVE 1.3,"2022/2022
 ","40.243 km
 ","R$ 100.007,00","R$ 49.885,00",R$ 77.490,75603973950.0
851,09/07/2023,FIAT,CRONOS DRIVE 1.3,"2022/2022
 ","40.243 km
 ","R$ 96.975,00","R$ 45.126,00",R$ 77.490,27129791349.0
852,22/02/2023,FIAT,CRONOS DRIVE 1.3,"2022/2022
 ","40.243 km
 ","R$ 87.725,00","R$ 58.681,00",R$ 77.490,77928341421.0
853,12/05/2023,FIAT,NOVA STRADA ENDURANCE CABINE PLUS 1.4,"2021/2022
 ","49.467 km
 ","R$ 82.471,00","R$ 51.104,00",R$ 77.790,57220863110.0
854,08/11/2023,FIAT,NOVA STRADA ENDURANCE CABINE PLUS 1.4,"2021/2022
 ","49.467 km
 ","R$ 81.493,00","R$ 46.006,00",R$ 77.790,27168989844.0
855,21/07/2023,FIAT,NOVA STRADA ENDURANCE CABINE PLUS 1.4,"2021/2022
 ","49.467 km
 ","R$ 87.551,00","R$ 57.762,00",R$ 77.790,56309895583.0
856,18/05/2023,VOLKSWAGEN,VIRTUS COMFORTLINE 200 TSI AT 1.0 4P,2021/2021,50.200 km,"R$ 99.285,00","R$ 51.209,00",R$ 77.790,59775783713.0
857,10/12/2023,FIAT,NOVA STRADA ENDURANCE CABINE PLUS 1.4,"2021/2022
 ","49.467 km
 ","R$ 92.715,00","R$ 50.082,00",R$ 77.790,66513411319.0
858,09/05/2023,FIAT,NOVA STRADA ENDURANCE CABINE PLUS 1.4,"2021/2022
","49.467 km
","R$ 97.346,00","R$ 47.979,00",R$ 77.790,57791363588.0
859,26/04/2023,VOLKSWAGEN,VIRTUS COMFORTLINE 200 TSI AT 1.0 4P,2021/2021 ,50.200 km ,"R$ 86.044,00","R$ 52.803,00",R$ 77.790,39974295204.0
860,20/02/2023,CHEVROLET,ONIX PLUS LT 1.0,2022/2023 ,46.430 km ,"R$ 94.268,00","R$ 55.248,00",R$ 77.990,97677846602.0
861,20/01/2023,RENAULT,DUSTER EXPRESSION AT SCE 1.6 4P,"2019/2020
 ","65.677 km
 ","R$ 94.395,00","R$ 46.034,00",R$ 77.990,60176454983.0
862,25/08/2023,RENAULT,DUSTER EXPRESSION AT SCE 1.6 4P,2019/2020,65.677 km,"R$ 97.595,00","R$ 46.687,00",R$ 77.990,14080125222.0
863,26/12/2023,RENAULT,DUSTER EXPRESSION AT SCE 1.6 4P,"2019/2020
 ","65.677 km
 ","R$ 83.938,00","R$ 40.746,00",R$ 77.990,25329812449.0
864,10/08/2023,RENAULT,DUSTER EXPRESSION AT SCE 1.6 4P,2019/2020 ,65.677 km ,"R$ 81.694,00","R$ 50.220,00",R$ 77.990,4502224934.0
865,22/07/2023,RENAULT,DUSTER EXPRESSION AT SCE 1.6 4P,"2019/2020
","65.677 km
","R$ 85.515,00","R$ 54.879,00",R$ 77.990,96627522011.0
866,18/02/2023,RENAULT,DUSTER EXPRESSION AT SCE 1.6 4P,"2019/2020
 ","65.677 km
 ","R$ 91.628,00","R$ 48.406,00",R$ 77.990,29291478992.0
867,26/07/2023,CHEVROLET,ONIX PLUS LT 1.0,"2022/2023
 ","46.430 km
 ","R$ 90.066,00","R$ 43.411,00",R$ 77.990,10728134597.0
868,13/09/2023,RENAULT,DUSTER EXPRESSION AT SCE 1.6 4P,"2019/2020
 ","65.677 km
 ","R$ 85.844,00","R$ 58.890,00",R$ 77.990,93819029528.0
869,08/10/2023,CHEVROLET,ONIX PLUS LT 1.0,2022/2023,46.430 km,"R$ 86.022,00","R$ 54.378,00",R$ 77.990,93361120238.0
870,27/03/2023,CHEVROLET,ONIX PLUS LT 1.0,"2022/2023
 ","46.430 km
 ","R$ 95.103,00","R$ 43.232,00",R$ 77.990,44449476803.0
871,04/04/2023,CHEVROLET,ONIX PLUS LT 1.0,"2022/2023
 ","46.430 km
 ","R$ 85.781,00","R$ 53.372,00",R$ 77.990,31834113350.0
872,20/07/2023,PEUGEOT,208 HATCH ALLURE 1.6,2022/2022 ,50.510 km ,"R$ 87.572,00","R$ 46.379,00",R$ 78.090,82366874793.0
873,21/10/2023,RENAULT,DUSTER EXPRESSION AT SCE 1.6 4P,"2019/2020
 ","50.706 km
 ","R$ 95.003,00","R$ 56.864,00",R$ 78.890,79525668938.0
874,10/03/2023,RENAULT,DUSTER EXPRESSION AT SCE 1.6 4P,"2019/2020
 ","50.706 km
 ","R$ 96.324,00","R$ 44.331,00",R$ 78.890,48134821583.0
875,09/03/2023,RENAULT,DUSTER EXPRESSION AT SCE 1.6 4P,2019/2020,50.706 km,"R$ 90.593,00","R$ 42.109,00",R$ 78.890,29235219650.0
876,02/12/2023,RENAULT,DUSTER EXPRESSION AT SCE 1.6 4P,"2019/2020
 ","50.706 km
 ","R$ 81.495,00","R$ 50.927,00",R$ 78.890,2443477600.0
877,11/02/2023,RENAULT,DUSTER EXPRESSION AT SCE 1.6 4P,2019/2020 ,50.706 km ,"R$ 96.320,00","R$ 55.080,00",R$ 78.890,68393646551.0
878,10/05/2023,RENAULT,DUSTER EXPRESSION AT SCE 1.6 4P,"2019/2020
 ","50.706 km
 ","R$ 94.040,00","R$ 40.005,00",R$ 78.890,73140680749.0
879,21/11/2023,RENAULT,DUSTER EXPRESSION AT SCE 1.6 4P,"2019/2020
","50.706 km
","R$ 81.409,00","R$ 51.578,00",R$ 78.890,2772882704.0
880,14/10/2023,FIAT,STRADA CP ENDURANCE FLEX 1.4 2P,"2022/2022
 ","25.980 km
 ","R$ 92.190,00","R$ 55.186,00",R$ 79.390,62448006298.0
881,01/02/2023,FIAT,STRADA CP ENDURANCE FLEX 1.4 2P,2022/2022 ,25.980 km ,"R$ 90.853,00","R$ 52.973,00",R$ 79.390,65022905021.0
882,16/06/2023,FIAT,STRADA CP ENDURANCE FLEX 1.4 2P,2022/2022,25.980 km,"R$ 91.577,00","R$ 56.273,00",R$ 79.390,14484679291.0
883,07/01/2023,FIAT,STRADA CP ENDURANCE FLEX 1.4 2P,"2022/2022
 ","25.980 km
 ","R$ 86.372,00","R$ 46.080,00",R$ 79.390,2676251733.0
884,12/03/2023,FIAT,STRADA CP ENDURANCE FLEX 1.4 2P,"2022/2022
","25.980 km
","R$ 95.541,00","R$ 41.826,00",R$ 79.390,29168178452.0
885,17/01/2023,FIAT,STRADA CP ENDURANCE FLEX 1.4 2P,"2022/2022
 ","25.980 km
 ","R$ 96.000,00","R$ 50.450,00",R$ 79.390,41927774404.0
886,11/01/2023,FIAT,STRADA CP ENDURANCE FLEX 1.4 2P,"2022/2022
 ","25.980 km
 ","R$ 81.319,00","R$ 56.287,00",R$ 79.390,24175492439.0
887,01/03/2023,CHEVROLET,ONIX LT AT TURBO 1.0 4P,2020/2020 ,46.319 km ,"R$ 99.334,00","R$ 57.356,00",R$ 79.490,14064068285.0
888,26/01/2023,VOLKSWAGEN,VIRTUS MSI AT 1.6 4P,2021/2021 ,87.439 km ,"R$ 97.397,00","R$ 49.541,00",R$ 80.090,1569764834.0
889,24/08/2023,CHEVROLET,ONIX PLUS TURBO LTZ MT 1.0 4P,"2021/2022
 ","39.669 km
 ","R$ 81.301,00","R$ 44.409,00",R$ 80.990,14709747444.0
890,26/10/2023,CHEVROLET,ONIX PLUS TURBO LTZ MT 1.0 4P,"2021/2022
 ","39.669 km
 ","R$ 93.280,00","R$ 56.736,00",R$ 80.990,43972258569.0
891,17/08/2023,CHEVROLET,ONIX PLUS TURBO LTZ MT 1.0 4P,"2021/2022
 ","39.669 km
 ","R$ 80.973,00","R$ 40.913,00",R$ 80.990,9741526657.0
892,18/02/2023,CHEVROLET,ONIX PLUS TURBO LTZ MT 1.0 4P,2021/2022,39.669 km,"R$ 86.519,00","R$ 51.550,00",R$ 80.990,17532869642.0
893,28/07/2023,CHEVROLET,ONIX PLUS TURBO LTZ MT 1.0 4P,2021/2022 ,39.669 km ,"R$ 100.835,00","R$ 57.037,00",R$ 80.990,51448064569.0
894,19/01/2023,CHEVROLET,ONIX PLUS TURBO LTZ MT 1.0 4P,"2021/2022
 ","39.669 km
 ","R$ 88.271,00","R$ 52.696,00",R$ 80.990,46513486522.0
895,16/01/2023,CHEVROLET,ONIX PLUS TURBO LTZ MT 1.0 4P,"2021/2022
","39.669 km
","R$ 96.924,00","R$ 57.415,00",R$ 80.990,80034119815.0
896,06/07/2023,CHEVROLET,ONIX PLUS LT 1.0,"2022/2023
 ","27.451 km
 ","R$ 85.726,00","R$ 49.000,00",R$ 82.990,13490455632.0
897,20/03/2023,CHEVROLET,ONIX PLUS LT 1.0,"2022/2023
 ","27.451 km
 ","R$ 82.928,00","R$ 50.050,00",R$ 82.990,76261455235.0
898,29/01/2023,CHEVROLET,ONIX PLUS LT 1.0,"2022/2023
","27.451 km
","R$ 94.858,00","R$ 47.240,00",R$ 82.990,81278072662.0
899,07/01/2023,CHEVROLET,ONIX PLUS LT 1.0,"2022/2023
 ","27.451 km
 ","R$ 80.674,00","R$ 45.356,00",R$ 82.990,56572894026.0
900,16/05/2023,CHEVROLET,ONIX PLUS LT 1.0,2022/2023 ,27.451 km ,"R$ 83.833,00","R$ 40.552,00",R$ 82.990,64904382626.0
901,10/02/2023,CHEVROLET,ONIX PLUS LT 1.0,"2022/2023
 ","27.451 km
 ","R$ 94.492,00","R$ 59.479,00",R$ 82.990,50778152417.0
902,11/06/2023,CHEVROLET,ONIX PLUS LT 1.0,2022/2023,27.451 km,"R$ 95.727,00","R$ 58.153,00",R$ 82.990,36004944897.0
903,16/08/2023,RENAULT,DUSTER ZEN AT SCE 1.6 4P,"2020/2021
 ","95.258 km
 ","R$ 83.797,00","R$ 53.014,00",R$ 83.290,94318440425.0
904,20/11/2023,RENAULT,DUSTER ZEN AT SCE 1.6 4P,"2020/2021
 ","95.258 km
 ","R$ 81.192,00","R$ 52.309,00",R$ 83.290,45668983053.0
905,18/09/2023,RENAULT,DUSTER ZEN AT SCE 1.6 4P,2020/2021,95.258 km,"R$ 100.722,00","R$ 52.313,00",R$ 83.290,14996046897.0
906,02/07/2023,RENAULT,DUSTER ZEN AT SCE 1.6 4P,"2020/2021
","95.258 km
","R$ 89.520,00","R$ 44.489,00",R$ 83.290,37800875607.0
907,10/10/2023,RENAULT,DUSTER ZEN AT SCE 1.6 4P,"2020/2021
 ","95.258 km
 ","R$ 84.318,00","R$ 53.830,00",R$ 83.290,60102664684.0
908,23/11/2023,RENAULT,DUSTER ZEN AT SCE 1.6 4P,2020/2021 ,95.258 km ,"R$ 95.618,00","R$ 48.980,00",R$ 83.290,62368987502.0
909,15/12/2023,RENAULT,DUSTER ZEN AT SCE 1.6 4P,"2020/2021
 ","95.258 km
 ","R$ 93.323,00","R$ 58.465,00",R$ 83.290,13493065541.0
910,02/07/2023,HYUNDAI,HB20S PLATINUM 1.0,2022/2022,60.763 km,"R$ 98.655,00","R$ 41.461,00",R$ 83.890,24883101396.0
911,19/11/2023,HYUNDAI,HB20S PLATINUM 1.0,"2022/2022
 ","60.763 km
 ","R$ 84.884,00","R$ 45.129,00",R$ 83.890,16683706492.0
912,15/07/2023,HYUNDAI,HB20S PLATINUM 1.0,"2022/2022
 ","60.763 km
 ","R$ 93.591,00","R$ 53.554,00",R$ 83.890,84067653364.0
913,23/01/2023,HYUNDAI,HB20S PLATINUM 1.0,"2022/2022
 ","60.763 km
 ","R$ 99.896,00","R$ 54.372,00",R$ 83.890,27054363900.0
914,17/04/2023,HYUNDAI,HB20S PLATINUM 1.0,"2022/2022
","60.763 km
","R$ 96.199,00","R$ 46.956,00",R$ 83.890,34397275276.0
915,08/10/2023,HYUNDAI,HB20S PLATINUM 1.0,2022/2022 ,60.763 km ,"R$ 80.610,00","R$ 51.802,00",R$ 83.890,96738407295.0
916,22/09/2023,HYUNDAI,HB20S PLATINUM 1.0,"2022/2022
 ","60.763 km
 ","R$ 94.602,00","R$ 41.298,00",R$ 83.890,25345260516.0
917,10/01/2023,RENAULT,CAPTUR INTENSE AT SCE 1.6 4P,2019/2020,83.226 km,"R$ 94.572,00","R$ 54.875,00",R$ 84.090,46069852452.0
918,19/10/2023,RENAULT,CAPTUR INTENSE AT SCE 1.6 4P,"2019/2020
 ","83.226 km
 ","R$ 81.706,00","R$ 45.295,00",R$ 84.090,40206098140.0
919,04/10/2023,RENAULT,CAPTUR INTENSE AT SCE 1.6 4P,2019/2020 ,83.226 km ,"R$ 96.109,00","R$ 47.562,00",R$ 84.090,95304746640.0
920,05/03/2023,RENAULT,CAPTUR INTENSE AT SCE 1.6 4P,"2019/2020
 ","83.226 km
 ","R$ 88.089,00","R$ 41.385,00",R$ 84.090,37997464523.0
921,14/02/2023,RENAULT,CAPTUR INTENSE AT SCE 1.6 4P,"2019/2020
","83.226 km
","R$ 80.706,00","R$ 55.858,00",R$ 84.090,63340822470.0
922,31/12/2023,RENAULT,CAPTUR INTENSE AT SCE 1.6 4P,"2019/2020
 ","83.226 km
 ","R$ 99.597,00","R$ 56.606,00",R$ 84.090,77756452245.0
923,21/08/2023,RENAULT,CAPTUR INTENSE AT SCE 1.6 4P,"2019/2020
 ","83.226 km
 ","R$ 98.388,00","R$ 55.320,00",R$ 84.090,90005583576.0
924,23/08/2023,CITROEN,C4 CACTUS FEEL AT 1.6 4P,"2022/2022
","40.925 km
","R$ 99.906,00","R$ 51.844,00",R$ 84.190,39874612544.0
925,06/11/2023,CITROEN,C4 CACTUS FEEL AT 1.6 4P,"2022/2022
 ","40.925 km
 ","R$ 91.810,00","R$ 52.409,00",R$ 84.190,36220116237.0
926,27/04/2023,CITROEN,C4 CACTUS FEEL AT 1.6 4P,"2022/2022
 ","40.925 km
 ","R$ 90.484,00","R$ 49.785,00",R$ 84.190,87376026855.0
927,29/03/2023,CITROEN,C4 CACTUS FEEL AT 1.6 4P,2022/2022,40.925 km,"R$ 98.717,00","R$ 59.316,00",R$ 84.190,8859523871.0
928,25/07/2023,CITROEN,C4 CACTUS FEEL AT 1.6 4P,"2022/2022
 ","40.925 km
 ","R$ 92.527,00","R$ 54.920,00",R$ 84.190,49952984422.0
929,02/08/2023,CITROEN,C4 CACTUS FEEL AT 1.6 4P,2022/2022 ,40.925 km ,"R$ 83.973,00","R$ 41.080,00",R$ 84.190,75524628756.0
930,31/01/2023,CITROEN,C4 CACTUS FEEL AT 1.6 4P,"2022/2022
 ","40.925 km
 ","R$ 88.074,00","R$ 52.921,00",R$ 84.190,41052932552.0
931,25/07/2023,HYUNDAI,HB20 COMFORT 1.0,2022/2023 ,36.550 km ,"R$ 98.847,00","R$ 59.149,00",R$ 84.790,16044642682.0
932,28/08/2023,RENAULT,CAPTUR INTENSE AT SCE 1.6 4P,2019/2020 ,49.959 km ,"R$ 87.482,00","R$ 49.388,00",R$ 85.990,12484641319.0
933,30/05/2023,RENAULT,CAPTUR INTENSE AT SCE 1.6 4P,2019/2020,49.959 km,"R$ 88.034,00","R$ 48.804,00",R$ 85.990,38242753560.0
934,02/10/2023,RENAULT,CAPTUR INTENSE AT SCE 1.6 4P,"2019/2020
 ","49.959 km
 ","R$ 80.420,00","R$ 56.304,00",R$ 85.990,39473504292.0
935,09/03/2023,RENAULT,CAPTUR INTENSE AT SCE 1.6 4P,"2019/2020
 ","49.959 km
 ","R$ 84.881,00","R$ 54.519,00",R$ 85.990,56219635322.0
936,19/07/2023,RENAULT,CAPTUR INTENSE AT SCE 1.6 4P,"2019/2020
","49.959 km
","R$ 93.485,00","R$ 48.924,00",R$ 85.990,25484553123.0
937,23/06/2023,RENAULT,CAPTUR INTENSE AT SCE 1.6 4P,"2019/2020
 ","49.959 km
 ","R$ 88.026,00","R$ 52.009,00",R$ 85.990,51879405201.0
938,05/12/2023,RENAULT,CAPTUR INTENSE AT SCE 1.6 4P,"2019/2020
 ","49.959 km
 ","R$ 85.487,00","R$ 45.488,00",R$ 85.990,8306395823.0
939,13/03/2023,CHEVROLET,ONIX LT 1.0,"2023/2023
 ","15.520 km
 ","R$ 93.998,00","R$ 59.391,00",R$ 87.190,44211369275.0
940,04/06/2023,CHEVROLET,ONIX PLUS TURBO LTZ MT 1.0 4P,"2022/2023
 ","30.035 km
 ","R$ 89.267,00","R$ 51.393,00",R$ 87.390,4105568930.0
941,21/03/2023,CHEVROLET,ONIX PLUS TURBO LTZ MT 1.0 4P,"2022/2023
","30.035 km
","R$ 91.461,00","R$ 40.852,00",R$ 87.390,26194637981.0
942,17/02/2023,CHEVROLET,ONIX PLUS TURBO LTZ MT 1.0 4P,"2022/2023
 ","30.035 km
 ","R$ 86.119,00","R$ 47.383,00",R$ 87.390,19028749400.0
943,03/08/2023,CHEVROLET,ONIX PLUS TURBO LTZ MT 1.0 4P,2022/2023,30.035 km,"R$ 85.443,00","R$ 42.320,00",R$ 87.390,40522283797.0
944,06/05/2023,CHEVROLET,ONIX PLUS TURBO LTZ MT 1.0 4P,"2022/2023
 ","30.035 km
 ","R$ 83.085,00","R$ 57.614,00",R$ 87.390,1275468606.0
945,23/12/2023,CHEVROLET,ONIX PLUS TURBO LTZ MT 1.0 4P,"2022/2023
 ","30.035 km
 ","R$ 83.263,00","R$ 57.856,00",R$ 87.390,98653203493.0
946,28/11/2023,CHEVROLET,ONIX PLUS TURBO LTZ MT 1.0 4P,2022/2023 ,30.035 km ,"R$ 95.708,00","R$ 51.472,00",R$ 87.390,34289938382.0
947,12/07/2023,CITROEN,C4 CACTUS FEEL AT 1.6 4P,"2022/2023
 ","40.120 km
 ","R$ 85.394,00","R$ 42.520,00",R$ 87.790,35077340075.0
948,11/03/2023,CITROEN,C4 CACTUS FEEL AT 1.6 4P,"2022/2023
","40.120 km
","R$ 83.092,00","R$ 56.957,00",R$ 87.790,58687906865.0
949,27/01/2023,CITROEN,C4 CACTUS FEEL AT 1.6 4P,2022/2023,40.120 km,"R$ 81.160,00","R$ 41.595,00",R$ 87.790,93098362429.0
950,27/03/2023,CITROEN,C4 CACTUS FEEL AT 1.6 4P,"2022/2023
 ","40.120 km
 ","R$ 89.699,00","R$ 40.568,00",R$ 87.790,47666496780.0
951,28/06/2023,CITROEN,C4 CACTUS FEEL AT 1.6 4P,"2022/2023
 ","40.120 km
 ","R$ 97.770,00","R$ 59.270,00",R$ 87.790,11925002759.0
952,09/03/2023,CITROEN,C4 CACTUS FEEL AT 1.6 4P,"2022/2023
 ","40.120 km
 ","R$ 98.292,00","R$ 55.363,00",R$ 87.790,27297939072.0
953,31/10/2023,CITROEN,C4 CACTUS FEEL AT 1.6 4P,2022/2023 ,40.120 km ,"R$ 100.872,00","R$ 52.875,00",R$ 87.790,59827862284.0
954,19/09/2023,JEEP,RENEGADE LONGITUDE FLEX 4X2 AT 1.8 4P,2019/2020 ,51.131 km ,"R$ 93.493,00","R$ 51.404,00",R$ 88.890,1710226059.0
955,01/10/2023,HYUNDAI,HB20S PLATINUM TGDI AT 1.0 4P,"2022/2022
 ","27.540 km
 ","R$ 95.689,00","R$ 47.567,00",R$ 88.990,93815262599.0
956,04/06/2023,HYUNDAI,HB20S PLATINUM TGDI AT 1.0 4P,"2022/2022
 ","27.540 km
 ","R$ 81.917,00","R$ 44.767,00",R$ 88.990,7497196868.0
957,21/02/2023,JEEP,RENEGADE LONGITUDE 1.8,"2021/2021
 ","61.145 km
 ","R$ 95.024,00","R$ 54.483,00",R$ 88.990,67915524212.0
958,03/10/2023,JEEP,RENEGADE LONGITUDE 1.8,"2021/2021
 ","61.145 km
 ","R$ 83.299,00","R$ 47.097,00",R$ 88.990,76912762669.0
959,01/12/2023,JEEP,RENEGADE LONGITUDE 1.8,"2021/2021
","61.145 km
","R$ 98.057,00","R$ 47.989,00",R$ 88.990,78791391611.0
960,01/07/2023,HYUNDAI,HB20S PLATINUM TGDI AT 1.0 4P,2022/2022 ,27.540 km ,"R$ 91.250,00","R$ 57.436,00",R$ 88.990,97041218810.0
961,05/03/2023,HYUNDAI,HB20S PLATINUM TGDI AT 1.0 4P,"2022/2022
 ","27.540 km
 ","R$ 82.505,00","R$ 45.245,00",R$ 88.990,22350253268.0
962,15/01/2023,HYUNDAI,HB20S PLATINUM TGDI AT 1.0 4P,2022/2022,27.540 km,"R$ 91.391,00","R$ 46.922,00",R$ 88.990,93484816986.0
963,23/07/2023,HYUNDAI,HB20S PLATINUM TGDI AT 1.0 4P,"2022/2022
 ","27.540 km
 ","R$ 80.300,00","R$ 58.005,00",R$ 88.990,23189022436.0
964,13/04/2023,HYUNDAI,HB20S PLATINUM TGDI AT 1.0 4P,"2022/2022
","27.540 km
","R$ 82.125,00","R$ 51.853,00",R$ 88.990,25227078629.0
965,30/11/2023,CHEVROLET,ONIX LTZ 1.0,"2023/2023
","15.520 km
","R$ 100.425,00","R$ 47.930,00",R$ 90.490,350667140.0
966,24/08/2023,CHEVROLET,ONIX LTZ 1.0,"2023/2023
 ","15.520 km
 ","R$ 96.201,00","R$ 55.989,00",R$ 90.490,57061260411.0
967,01/11/2023,CHEVROLET,ONIX LTZ 1.0,"2023/2023
 ","15.520 km
 ","R$ 90.872,00","R$ 43.479,00",R$ 90.490,85903054324.0
968,25/10/2023,CHEVROLET,ONIX LTZ 1.0,2023/2023 ,15.520 km ,"R$ 86.564,00","R$ 49.996,00",R$ 90.490,85511954043.0
969,26/10/2023,CHEVROLET,ONIX LTZ 1.0,2023/2023,15.520 km,"R$ 97.469,00","R$ 46.997,00",R$ 90.490,61818892782.0
970,27/02/2023,CHEVROLET,ONIX LTZ 1.0,"2023/2023
 ","15.520 km
 ","R$ 97.879,00","R$ 59.058,00",R$ 90.490,61620849691.0
971,29/11/2023,CHEVROLET,ONIX PLUS TURBO LTZ AT 1.0 4P,2022/2023 ,30.004 km ,"R$ 89.014,00","R$ 47.538,00",R$ 93.890,7424213073.0
972,17/06/2023,CHEVROLET,ONIX PLUS TURBO LTZ AT 1.0 4P,"2022/2023
 ","30.004 km
 ","R$ 90.791,00","R$ 57.385,00",R$ 93.890,54406470603.0
973,09/12/2023,CHEVROLET,ONIX PLUS TURBO LTZ AT 1.0 4P,"2022/2023
 ","30.004 km
 ","R$ 93.984,00","R$ 48.274,00",R$ 93.890,16615347028.0
974,10/08/2023,CHEVROLET,ONIX PLUS TURBO LTZ AT 1.0 4P,2022/2023,30.004 km,"R$ 90.493,00","R$ 48.276,00",R$ 93.890,29896827516.0
975,25/02/2023,CHEVROLET,ONIX PLUS TURBO LTZ AT 1.0 4P,"2022/2023
","30.004 km
","R$ 98.859,00","R$ 56.801,00",R$ 93.890,48478690441.0
976,01/03/2023,CHEVROLET,ONIX PLUS TURBO LTZ AT 1.0 4P,"2022/2023
 ","30.004 km
 ","R$ 80.779,00","R$ 43.935,00",R$ 93.890,65331984830.0
977,28/01/2023,CHEVROLET,ONIX PLUS TURBO LTZ AT 1.0 4P,"2022/2023
 ","30.004 km
 ","R$ 83.684,00","R$ 56.094,00",R$ 93.890,20346243938.0
978,24/08/2023,FIAT,TORO ENDURANCE FLEX MT 4X2 1.8 4P,2020/2020,37.115 km,"R$ 88.656,00","R$ 43.679,00",R$ 95.900,2154421937.0
979,01/08/2023,FIAT,TORO ENDURANCE FLEX MT 4X2 1.8 4P,"2020/2020
 ","37.115 km
 ","R$ 83.080,00","R$ 57.752,00",R$ 95.900,57717629048.0
980,11/04/2023,FIAT,TORO ENDURANCE FLEX MT 4X2 1.8 4P,"2020/2020
 ","37.115 km
 ","R$ 87.486,00","R$ 58.426,00",R$ 95.900,22862531723.0
981,05/12/2023,FIAT,TORO ENDURANCE FLEX MT 4X2 1.8 4P,"2020/2020
 ","37.115 km
 ","R$ 90.981,00","R$ 51.927,00",R$ 95.900,60035516402.0
982,25/05/2023,FIAT,TORO ENDURANCE FLEX MT 4X2 1.8 4P,2020/2020 ,37.115 km ,"R$ 97.524,00","R$ 51.516,00",R$ 95.900,75904642853.0
